Id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
25250,37,unemployed,single,university.degree,no,yes,no,cellular,nov,tue,135,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
26777,31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,230,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
28741,50,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,1463,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
749,31,technician,single,professional.course,no,yes,no,telephone,may,tue,343,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
20092,32,admin.,married,university.degree,no,no,no,cellular,aug,mon,270,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40049,43,self-employed,married,university.degree,no,no,no,cellular,jul,tue,386,3,999,1,failure,-1.7,94.215,-40.3,0.797,4991.6,yes
1680,35,unknown,single,basic.4y,unknown,no,no,telephone,may,fri,121,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30716,38,entrepreneur,married,professional.course,no,no,yes,cellular,may,tue,266,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
16479,33,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,wed,371,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30328,57,retired,married,university.degree,no,no,no,cellular,apr,thu,81,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
21867,59,retired,married,basic.9y,no,no,no,cellular,aug,wed,351,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9770,56,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,52,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29291,31,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,fri,273,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
4086,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,513,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
36182,32,services,married,high.school,no,yes,no,telephone,may,wed,628,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
9977,41,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,213,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
26041,30,technician,single,professional.course,no,no,no,cellular,nov,wed,757,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
4644,39,housemaid,married,university.degree,no,no,no,telephone,may,wed,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
31515,43,unemployed,married,basic.4y,no,no,no,cellular,may,wed,117,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
36921,45,technician,married,professional.course,no,yes,yes,cellular,jun,tue,191,1,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,no
30764,54,blue-collar,married,high.school,unknown,yes,yes,cellular,may,tue,197,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
25324,54,technician,married,university.degree,no,no,no,cellular,nov,tue,810,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
29897,31,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,mon,280,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
13246,44,technician,married,high.school,no,no,no,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12301,45,management,married,university.degree,unknown,no,yes,telephone,jul,fri,355,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
27497,42,technician,divorced,professional.course,no,no,no,cellular,nov,fri,675,4,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
24585,42,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,70,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
16267,27,admin.,single,university.degree,unknown,no,yes,telephone,jul,tue,287,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29371,60,retired,married,basic.4y,unknown,yes,no,cellular,apr,fri,314,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
12897,28,services,married,high.school,no,no,no,cellular,jul,tue,413,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37619,43,management,married,university.degree,no,no,no,telephone,aug,mon,123,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no
37857,34,technician,married,university.degree,no,yes,no,cellular,aug,fri,94,3,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,no
8575,27,self-employed,single,university.degree,no,yes,yes,telephone,jun,wed,161,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
26357,32,management,married,university.degree,no,no,no,cellular,nov,thu,203,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
18549,27,blue-collar,single,basic.4y,no,no,yes,cellular,jul,thu,83,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
1708,56,services,married,high.school,unknown,no,no,telephone,may,fri,331,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
4997,38,services,single,basic.9y,unknown,yes,no,telephone,may,wed,203,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
37026,23,student,single,high.school,no,yes,no,cellular,jul,tue,682,2,13,1,success,-2.9,92.469,-33.6,1.044,5076.2,yes
20134,33,technician,married,professional.course,no,yes,no,cellular,aug,mon,169,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
27439,46,management,married,high.school,no,no,no,cellular,nov,fri,79,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
11442,31,admin.,single,university.degree,no,yes,yes,telephone,jun,fri,282,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
4496,33,blue-collar,divorced,basic.9y,no,no,no,telephone,may,tue,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
2630,42,blue-collar,single,basic.9y,no,unknown,unknown,telephone,may,tue,195,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
13399,33,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,391,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
11082,34,admin.,married,high.school,no,no,no,telephone,jun,thu,29,11,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31783,23,student,single,basic.9y,no,yes,yes,cellular,may,thu,6,7,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
29132,34,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,649,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
3455,50,self-employed,married,basic.4y,unknown,no,no,telephone,may,thu,244,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
22385,39,admin.,married,university.degree,no,yes,no,cellular,aug,fri,169,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33428,49,retired,married,basic.4y,unknown,no,no,cellular,may,tue,179,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
1526,35,self-employed,married,university.degree,no,no,yes,telephone,may,thu,49,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
4940,49,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,281,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29771,34,management,married,university.degree,no,no,no,cellular,apr,mon,163,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
7647,33,self-employed,single,basic.4y,no,yes,no,telephone,may,fri,742,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
15369,31,technician,single,university.degree,no,yes,no,cellular,jul,fri,800,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
21845,36,admin.,married,university.degree,no,no,no,cellular,aug,wed,155,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19110,43,technician,single,professional.course,no,no,no,cellular,aug,tue,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
14877,25,services,married,basic.9y,no,no,no,cellular,jul,wed,128,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
12690,36,services,divorced,university.degree,no,no,no,cellular,jul,mon,407,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12503,33,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32873,57,technician,married,high.school,no,yes,no,cellular,may,mon,74,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
32077,31,admin.,single,university.degree,unknown,yes,yes,cellular,may,fri,440,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
27848,46,technician,married,professional.course,no,no,no,cellular,mar,tue,163,2,999,0,nonexistent,-1.8,92.843,-50,1.614,5099.1,no
36526,38,technician,married,university.degree,no,no,no,cellular,jun,wed,539,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
35007,50,services,married,high.school,no,yes,yes,cellular,may,fri,44,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
28863,45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,432,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
21672,44,admin.,married,basic.9y,unknown,yes,yes,cellular,aug,tue,86,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
5074,53,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,fri,385,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
20771,49,blue-collar,married,basic.9y,unknown,no,yes,cellular,aug,wed,92,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
25220,39,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,175,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
23243,59,retired,married,university.degree,no,yes,no,cellular,aug,tue,130,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20470,48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,108,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
8892,50,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,80,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
37323,50,management,married,university.degree,no,no,no,cellular,aug,tue,89,3,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,no
19748,31,technician,single,professional.course,no,no,no,cellular,aug,fri,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
4112,34,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,263,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
7446,40,admin.,married,high.school,no,no,no,telephone,may,fri,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
6919,51,technician,married,unknown,no,yes,no,telephone,may,thu,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
32814,39,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,583,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
40643,26,admin.,single,university.degree,no,yes,no,cellular,sep,tue,386,3,6,3,success,-1.1,94.199,-37.5,0.881,4963.6,yes
40028,25,blue-collar,single,basic.9y,no,no,yes,cellular,jul,fri,667,1,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,yes
25336,34,management,married,university.degree,no,yes,yes,cellular,nov,tue,411,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
22317,45,technician,married,professional.course,unknown,yes,yes,cellular,aug,thu,242,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9142,41,admin.,single,high.school,no,yes,no,telephone,jun,fri,266,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
22843,48,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,248,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
8604,30,services,single,high.school,unknown,no,no,telephone,jun,wed,324,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8993,56,admin.,divorced,unknown,no,no,no,telephone,jun,thu,57,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7533,23,services,single,high.school,no,no,no,telephone,may,fri,557,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
18070,30,admin.,single,high.school,no,yes,no,cellular,jul,wed,605,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34503,24,management,single,university.degree,no,yes,no,telephone,may,thu,151,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29257,36,admin.,single,high.school,no,yes,no,cellular,apr,fri,413,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38472,29,admin.,single,university.degree,no,yes,no,cellular,oct,mon,110,2,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,no
16579,24,admin.,married,university.degree,no,yes,no,cellular,jul,wed,396,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23317,48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,254,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26628,51,retired,married,basic.9y,no,yes,no,cellular,nov,thu,259,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
26107,37,management,married,university.degree,no,no,yes,cellular,nov,wed,307,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
31939,28,admin.,single,high.school,unknown,no,no,cellular,may,thu,1391,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
9732,32,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,718,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
13191,54,management,married,university.degree,no,yes,no,cellular,jul,wed,113,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
15609,24,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,192,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
26596,41,services,single,high.school,unknown,yes,no,cellular,nov,thu,125,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
10054,48,blue-collar,divorced,basic.4y,unknown,unknown,unknown,telephone,jun,thu,583,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
12215,28,admin.,single,university.degree,no,yes,yes,telephone,jul,wed,108,3,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
34340,29,technician,single,professional.course,no,no,no,cellular,may,thu,248,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
7553,28,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,254,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
29191,33,management,married,basic.9y,no,no,no,cellular,apr,fri,727,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
4717,33,management,married,high.school,unknown,yes,no,telephone,may,wed,641,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
21309,38,admin.,single,university.degree,no,yes,no,cellular,aug,mon,417,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
3434,54,admin.,married,high.school,no,yes,yes,telephone,may,thu,171,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
38006,24,student,single,basic.9y,no,unknown,unknown,cellular,sep,tue,137,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,yes
8093,56,entrepreneur,married,unknown,unknown,no,no,telephone,jun,mon,41,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
21490,30,admin.,single,university.degree,no,no,no,cellular,aug,tue,145,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40147,34,services,married,basic.9y,no,yes,yes,cellular,jul,wed,86,3,999,1,failure,-1.7,94.215,-40.3,0.84,4991.6,no
5706,39,admin.,married,high.school,no,no,no,telephone,may,mon,200,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22136,44,housemaid,married,basic.4y,no,yes,no,cellular,aug,thu,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
11352,52,services,divorced,high.school,no,no,no,telephone,jun,thu,339,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
5860,33,technician,single,professional.course,no,yes,yes,telephone,may,mon,469,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6015,35,entrepreneur,married,high.school,no,no,no,telephone,may,tue,62,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
8299,48,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,418,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
22180,39,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,thu,223,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39896,70,blue-collar,married,basic.4y,no,no,yes,cellular,jun,fri,252,1,3,1,success,-1.7,94.055,-39.8,0.732,4991.6,yes
37929,40,unknown,single,unknown,no,no,no,cellular,sep,thu,224,1,999,1,failure,-3.4,92.379,-29.8,0.809,5017.5,yes
13850,42,blue-collar,married,basic.4y,no,unknown,unknown,cellular,jul,fri,467,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25389,34,technician,divorced,professional.course,no,yes,no,cellular,nov,tue,83,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
37838,59,retired,married,unknown,no,no,no,cellular,aug,fri,109,2,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,no
23339,46,technician,divorced,professional.course,no,no,no,cellular,aug,wed,308,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32894,40,services,divorced,high.school,no,yes,no,cellular,may,mon,262,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
26343,44,management,married,university.degree,no,yes,no,cellular,nov,thu,176,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
40121,66,retired,married,high.school,no,yes,no,cellular,jul,tue,317,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,yes
36090,42,services,married,high.school,no,yes,yes,cellular,may,tue,103,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
15839,27,admin.,single,high.school,no,yes,no,cellular,jul,mon,112,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
11945,41,self-employed,single,university.degree,no,yes,yes,telephone,jun,mon,640,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
37761,35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,419,5,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,no
39519,24,blue-collar,single,high.school,no,no,no,cellular,apr,mon,234,10,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,no
27491,50,admin.,divorced,high.school,no,yes,no,cellular,nov,fri,430,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
35041,39,admin.,married,university.degree,no,yes,no,cellular,may,fri,45,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
20792,29,technician,single,high.school,no,yes,no,cellular,aug,wed,212,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29845,33,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,11,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
37071,26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,153,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,yes
41132,41,unemployed,married,basic.9y,no,no,no,cellular,nov,thu,597,2,3,2,success,-1.1,94.767,-50.8,1.041,4963.6,yes
16865,45,admin.,married,unknown,unknown,no,no,cellular,jul,thu,188,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
20437,31,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,338,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29966,57,self-employed,married,basic.4y,no,yes,no,cellular,apr,mon,627,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
7306,34,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,76,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
30364,28,student,single,high.school,no,yes,no,cellular,apr,thu,121,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
20707,33,technician,single,university.degree,no,yes,no,telephone,aug,wed,827,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
7193,25,admin.,married,university.degree,no,yes,no,telephone,may,thu,251,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
36630,52,admin.,married,university.degree,no,yes,no,cellular,jun,thu,352,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
25435,32,entrepreneur,married,basic.6y,no,yes,yes,cellular,nov,wed,56,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
6154,31,blue-collar,single,high.school,no,yes,no,telephone,may,tue,410,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40975,44,technician,married,high.school,no,yes,yes,cellular,oct,mon,310,1,999,1,failure,-1.1,94.601,-49.5,1,4963.6,yes
6186,30,management,married,basic.9y,no,yes,no,telephone,may,tue,298,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36134,50,admin.,divorced,university.degree,no,yes,yes,cellular,may,wed,155,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
10114,59,housemaid,married,high.school,unknown,no,no,telephone,jun,thu,331,12,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
1270,41,technician,married,professional.course,no,yes,yes,telephone,may,thu,87,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
23907,38,technician,single,university.degree,unknown,yes,no,cellular,aug,fri,239,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34586,22,student,single,high.school,no,yes,no,cellular,may,thu,99,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
36164,32,admin.,single,university.degree,no,yes,no,cellular,may,wed,412,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
40281,24,student,single,professional.course,no,yes,no,cellular,jul,wed,817,2,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,yes
16322,36,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,864,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
34511,33,admin.,single,high.school,unknown,yes,no,cellular,may,thu,175,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
2403,38,technician,single,university.degree,no,no,no,telephone,may,tue,137,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
1871,59,admin.,married,university.degree,no,yes,no,telephone,may,fri,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
21780,58,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,wed,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29700,34,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,63,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29855,50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,249,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
13956,40,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri,1689,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
13276,31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1121,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
28275,32,technician,single,university.degree,no,no,no,cellular,apr,wed,59,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
18320,29,admin.,single,high.school,no,yes,yes,cellular,jul,wed,160,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31863,32,admin.,married,university.degree,no,yes,yes,cellular,may,thu,178,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
29988,54,management,married,university.degree,no,yes,no,cellular,apr,tue,211,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
18273,24,technician,single,university.degree,no,no,no,cellular,jul,wed,141,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36157,32,blue-collar,single,high.school,no,no,no,cellular,may,wed,329,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
33065,29,technician,single,basic.9y,no,yes,no,cellular,may,mon,288,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
38196,41,technician,married,professional.course,no,yes,no,cellular,oct,tue,304,2,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,no
2398,41,technician,married,professional.course,no,no,no,telephone,may,tue,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
21475,34,admin.,married,university.degree,no,no,no,cellular,aug,tue,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29440,24,technician,single,high.school,no,yes,no,cellular,apr,mon,390,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29208,41,admin.,married,university.degree,no,no,no,cellular,apr,fri,476,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
16740,42,admin.,married,high.school,no,no,yes,cellular,jul,thu,219,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
8097,59,management,married,basic.6y,unknown,yes,no,telephone,jun,mon,181,16,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
809,31,admin.,single,university.degree,no,yes,yes,telephone,may,wed,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
17865,48,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,63,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
18427,43,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,thu,79,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
10978,31,entrepreneur,divorced,high.school,no,yes,no,telephone,jun,wed,119,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
6960,38,services,single,basic.9y,no,yes,no,telephone,may,thu,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
23191,54,admin.,married,university.degree,no,yes,no,cellular,aug,tue,120,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37255,30,self-employed,married,university.degree,no,yes,yes,cellular,aug,fri,390,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no
19517,33,admin.,married,university.degree,no,no,no,cellular,aug,thu,148,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
9497,29,blue-collar,married,high.school,no,no,no,telephone,jun,mon,181,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31658,30,blue-collar,single,basic.6y,no,yes,no,cellular,may,thu,542,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
13263,31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,186,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
10083,45,services,divorced,high.school,unknown,no,no,telephone,jun,thu,691,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
7276,45,admin.,married,basic.9y,unknown,no,yes,telephone,may,thu,191,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
8396,32,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,tue,189,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
